Strain	State	Collection Data	PANGO Lineage
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409329/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409364/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409333/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409224/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409231/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-100928/2021	Maharashtra	16/02/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209344/2021	Delhi	07/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509184/2021	Delhi	09/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409294/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409367/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509306/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509309/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509310/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509311/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409372/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409356/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409318/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409301/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209334/2021	Delhi	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109342/2021	Maharashtra	20/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409306/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-909360/2021	Delhi	06/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109337/2021	Maharashtra	05/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109308/2021	Maharashtra	17/02/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-13094/2021	Delhi	27/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109353/2021	Maharashtra	21/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-2009324/2021	Delhi	23/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109293/2021	Maharashtra	18/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-2309234/2021	Delhi	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409351/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509169/2021	Delhi	04/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409312/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-1709263/2021	Delhi	17/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509117/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109316/2021	Maharashtra	13/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409260/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409284/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409237/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409286/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-1909247/2021	Delhi	25/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409277/2021	Maharashtra	05/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-230961/2021	Delhi	05/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409204/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209374/2021	Delhi	09/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409227/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109299/2021	Maharashtra	17/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409353/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109347/2021	Maharashtra	21/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109303/2021	Maharashtra	10/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-2009348/2021	Delhi	03/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409276/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-180929/2021	Delhi	25/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509157/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-22095/2021	Delhi	01/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-160999/2021	Delhi	13/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409346/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-1209304/2021	Delhi	03/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-100967/2021	Maharashtra	16/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-120997/2021	Delhi	26/02/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-1309115/2021	Delhi	03/03/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-1309116/2021	Delhi	03/03/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-1309117/2021	Delhi	03/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-1109376/2021	Delhi	22/02/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-1309112/2021	Delhi	25/02/21	Others
hCoV-19/India/MH-NCDC-1109326/2021	Maharashtra	15/02/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209302/2021	Delhi	09/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-1109129/2021	Delhi	21/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-2309374/2021	Delhi	12/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409232/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109302/2021	Maharashtra	09/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-2309224/2021	Delhi	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109290/2021	Maharashtra	19/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109291/2021	Maharashtra	19/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409298/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409240/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409377/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509156/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-230967/2021	Delhi	07/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409221/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409313/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209336/2021	Delhi	06/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209363/2021	Delhi	05/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509102/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-26095/2021	Delhi	28/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209197/2021	Delhi	03/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209270/2021	Delhi	07/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2809295/2021	Delhi	13/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409348/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2809195/2021	Delhi	17/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509188/2021	Delhi	15/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209307/2021	Delhi	06/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-150914/2021	Maharashtra	05/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-150938/2021	Maharashtra	17/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-1009221/2021	Delhi	10/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-1809199/2021	Delhi	16/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-2009291/2021	Delhi	30/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-1509259/2021	Delhi	06/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409205/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409345/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509146/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409321/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409215/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-12095/2021	Delhi	22/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409244/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409369/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-1509257/2021	Delhi	08/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409362/2021	Maharashtra	06/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409203/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409285/2021	Maharashtra	05/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509154/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209358/2021	Delhi	05/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509262/2021	Delhi	19/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109334/2021	Maharashtra	13/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409251/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-1209110/2021	Delhi	28/02/21	B.1.617.1
hCoV-19/India/DL-NCDC-180921/2021	Delhi	06/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-1209331/2021	Delhi	26/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409282/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509136/2021	Delhi	14/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209343/2021	Delhi	07/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-180911/2021	Delhi	18/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-180919/2021	Delhi	19/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-2809239/2021	Delhi	22/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-230968/2021	Delhi	07/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209122/2021	Delhi	03/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-250942/2021	Delhi	13/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409269/2021	Maharashtra	05/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409230/2021	Maharashtra	05/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109289/2021	Maharashtra	19/02/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409213/2021	Maharashtra	16/03/21	B.1.617.1
hCoV-19/India/DL-NCDC-1509246/2021	Delhi	11/03/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409302/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409310/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-1109315/2021	Maharashtra	18/02/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-220952/2021	Delhi	04/04/21	B.1.617.1
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409381/2021	Maharashtra	14/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209284/2021	Delhi	01/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-2209286/2021	Delhi	04/04/21	B.1.617.1
hCoV-19/India/DEL-NCDC-INSACOG-22096/2021	Delhi	04/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-250934/2021	Delhi	13/04/21	B.1
hCoV-19/India/DL-NCDC-2509268/2021	Delhi	19/04/21	B.1
hCoV-19/India/DL-NCDC-250959/2021	Delhi	13/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509182/2021	Delhi	13/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-2509305/2021	Delhi	11/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509264/2021	Delhi	19/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250977/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409332/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509302/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509300/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250993/2021	Delhi	04/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809359/2021	Delhi	18/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209125/2021	Delhi	04/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209228/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509100/2021	Delhi	15/04/21	B.1
hCoV-19/India/DL-NCDC-2009315/2021	Delhi	30/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-250948/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509271/2021	Delhi	20/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409366/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509147/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309236/2021	Delhi	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509290/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409304/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409247/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-22093/2021	Delhi	01/04/21	Others
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409368/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509278/2021	Delhi	15/04/21	B.1
hCoV-19/India/DL-NCDC-250997/2021	Delhi	15/04/21	B.1
hCoV-19/India/DL-NCDC-2509148/2021	Delhi	15/04/21	B.1
hCoV-19/India/DL-NCDC-2809285/2021	Delhi	30/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809210/2021	Delhi	17/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309377/2021	Delhi	12/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409311/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809346/2021	Delhi	28/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409343/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409327/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409334/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409337/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409382/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-22099/2021	Delhi	03/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220914/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509123/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-23098/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-230939/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409365/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409261/2021	Maharashtra	05/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409341/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409375/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409357/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409317/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409359/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409319/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409295/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409350/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-25097/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509109/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509144/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2009379/2021	Delhi	23/03/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409214/2021	Maharashtra	05/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409238/2021	Maharashtra	05/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409349/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809251/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809256/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809267/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809266/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809255/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809268/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809254/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809265/2021	Delhi	29/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809252/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809253/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509379/2021	Delhi	23/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809241/2021	Delhi	30/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309350/2021	Delhi	18/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809328/2021	Delhi	29/04/21	B.1
hCoV-19/India/DL-NCDC-2509371/2021	Delhi	23/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809342/2021	Delhi	02/05/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809186/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409339/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509297/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409300/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509128/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509375/2021	Delhi	22/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409316/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809307/2021	Delhi	21/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809324/2021	Delhi	28/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509108/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250919/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209235/2021	Delhi	06/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209359/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809326/2021	Delhi	29/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209285/2021	Delhi	31/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509270/2021	Delhi	20/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209207/2021	Delhi	04/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-26099/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-260911/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409291/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409308/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409347/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409355/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409200/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2009341/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209225/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209226/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409323/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-26098/2021	Delhi	20/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-26097/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809292/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309303/2021	Delhi	08/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809291/2021	Delhi	12/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809300/2021	Delhi	18/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209355/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409354/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509370/2021	Delhi	11/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2009311/2021	Delhi	30/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-250958/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-260914/2021	Delhi	24/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209223/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-230917/2021	Delhi	10/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-230919/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509280/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809245/2021	Delhi	11/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209272/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409263/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409272/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409279/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409378/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409299/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220940/2021	Delhi	08/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509116/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809276/2021	Delhi	20/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509150/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509107/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809222/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509377/2021	Delhi	23/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809382/2021	Delhi	01/05/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309251/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250985/2021	Delhi	11/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809190/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250972/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809320/2021	Delhi	25/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809353/2021	Delhi	28/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809377/2021	Delhi	29/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309264/2021	Delhi	09/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250974/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250935/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509304/2021	Delhi	11/04/21	B.1.617.1
hCoV-19/India/DL-NCDC-250967/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809248/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309369/2021	Delhi	11/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409340/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809203/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209116/2021	Delhi	01/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509127/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509126/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809250/2021	Delhi	27/04/21	B.1.1.7
